"code";"libellé";"description";"type";"format";"minimum";"maximum";"enum";"granularity";"constraint";"reference"
"BM";"commune_bib";"Commune de la bibliothèque";"string";"default";;;;;;
"Type rapport";"type_rapport";"Type de rapport : abrégé / basique / patrimoine";"string";"default";;;"abrégé, basique, patrimoine";;;
"Avancement";"etat_avancement";"Etat d’avancement du remplissage du rapport";"integer";"default";0;100;;;;
"Typologie";"typologie";"Typologie des bibliothèques, après 2023";"string";"default";;;"A, B, C, D, E";;;
"Typologie2C";"typologie_2c";"Typologie des bibliothèques, avant 2023";"string";"default";;;"B1, B2, B3, B4, B5";;;
"Code";"code_bib";"Code de la bibliothèque";"string";"default";;;;"annuel";"unique";"Neoscrib"
"A101";"nom_etablissement";"Nom de l'établissement";"string";"default";;;;;;
"A102";"libelle_etablissement";"Complément au nom de l’établissement";"string";"default";;;;;;
"A103";"complement_adresse";"Complément d'adresse";"string";"default";;;;;;
"A104";"numero_voie";"N°";"string";"default";;;;;;
"A105";"type_voie";"Type voie";"string";"default";;;;;;
"A106";"nom_voie";"Nom voie";"string";"default";;;;;;
"A107";"code_postal";"Code postal";"integer";"default";;;;;;
"A108";"ville";"Ville";"string";"default";;;;;;
"A109";"cedex";"Cedex";"string";"default";;;;;;
"A112";"telephone";"Téléphone *";"integer";"default";;;;;;
"A113";"fax";"Fax - Obsolète - ne pas utiliser";;;;;;;;
"A114";"courriel";"Adresse de courriel générique de l'établissement";"string";"email";;;;"annuel";"email";
"A115";"site_internet";"Adresse du site Internet de la bibliothèque";"string";"uri";;;;;;
"A116";"statut_site_internet";"Statut site";"string";"default";;;"Propre, Page sur le site de la collectivité, Page sur le site de la bibliothèque départementale";;;
"A119";"informations_adresse_mail";"La bibliothèque accepte que son adresse mail principale soit utilisée pour recevoir des informations professionnelles en provenance du Ministère de la Culture.";"boolean";"default";;;;;;
"A121";"site_internet_accessible";"La bibliothèque a-t-elle déposé une attestation de conformité de son site web aux exigences du Référentiel général d'accessibilité pour les administrations (RGAA) ?";"boolean";"default";;;;;;
"A130";"civilite_direction";"Civilité de la personne responsable de la bibliothèque";"string";"default";;;"M., Mme";"annuel";;
"A131";"nom_direction";"Nom de la personne responsable de la bibliothèque";"string";"default";;;;"annuel";;
"A132";"prenom_direction";"Prénom de la personne responsable de la bibliothèque";"string";"default";;;;"annuel";;
"A133";"statut_direction";"Statut et grade de la personne responsable de la bibliothèque";"string";"default";;;;"annuel";;
"A200";"population_collectivite";"Population de la collectivité de rattachement (commune ou groupement de communes)";"integer";"default";;;;;;
"A203";"population_etablissement";"Population effective desservie par l’établissement";"integer";"default";;;;;;
"C101";"amplitude_horaire";"Nombre d'heures d'ouverture hebdomadaires tout public";"integer";"default";0;168;;;;
"C102";"nb_jours_ouverture_annuels";"Nombre de jours d'ouverture annuels";"integer";"default";0;365;;;;
"C103";"nb_places";"Nombre de places assises disponibles";"integer";"default";;;;;;
"C106";"nb_postes_informatiques_publics";"Nombre de postes informatiques publics avec accès internet";"integer";"default";;;;;;
"C108";"nb_postes_informatiques_pro";"Nombre de postes informatiques professionnels avec accès internet";"integer";"default";;;;;;
"C110";"nb_imprimantes_en_acces_public";"Nombre d'imprimantes en accès public";"integer";"default";;;;;;
"C112";"nb_bibliobus";"Nombre de bibliobus";"integer";"default";;;;;;
"C115";"nb_jours_ouverture_hebdos";"Nombre de jours d’ouverture hebdomadaires";"integer";"default";0;7;;;;
"C116";"ouverture_le_dimanche";"La bibliothèque est-elle ouverte le dimanche ?";"boolean";"default";;;;;;
"C117";"nb_tablettes_mises_a_disposition";"Tablettes mises à la disposition du public";"integer";"default";;;;;;
"C118";"nb_liseuses_mises_a_disposition";"Liseuses mises à la disposition du public";"integer";"default";;;;;;
"C119";"nb_bornes_decoute";"Bornes d’écoute";"integer";"default";;;;;;
"C120";"connexion_wifi";"Accès wifi";"boolean";"default";;;;;;
"C121";"nb_consoles_jeux_video";"Nombre de consoles de jeux vidéo";"integer";"default";;;;;;
"C201";"catalogue_informatise";"Le catalogue de la bibliothèque est-il informatisé ?";"boolean";"default";;;;;;
"C202";"nb_notices_catalogue";"Nombre total de notices au catalogue";"integer";"default";;;;;;
"C206";"nom_et_version_sigb";"Nom et version du système de gestion de la bibliothèque";"string";"default";;;;;;
"C301";"surface";"Surface utile nette totale en m2";"integer";"default";;50000;;;;
"C309";"batiment_accessible";"Votre bâtiment est-il accessible au sens de la loi du 11 février 2005 ?";"boolean";"default";;;;;;
"D101";"impr_adultes_fonds";"Imprimés - Adultes - Livres imprimés - UM - Fonds (hors desserte BD)";"integer";"default";;;;;;
"D102";"impr_adultes_acquisitions";"Imprimés - Adultes - Livres imprimés - UM - Acquisitions";"integer";"default";;;;;;
"D103";"impr_adultes_eliminations";"Imprimés - Adultes - Livres imprimés - UM - Eliminations";"integer";"default";;;;;;
"D116";"impr_enfants_fonds";"Imprimés - Enfants - Livres imprimés - UM - Fonds (hors desserte BD)";"integer";"default";;;;;;
"D117";"impr_enfants_acquisitions";"Imprimés - Enfants - Livres imprimés - UM - Acquisitions";"integer";"default";;;;;;
"D118";"impr_enfants_eliminations";"Imprimés - Enfants - Livres imprimés - UM - Eliminations";"integer";"default";;;;;;
"D128";"nb_total_livres_fonds";"Imprimés - Total - Livres imprimés - UM - Fonds (hors desserte BD)";"integer";"default";;;;;;
"D129";"nb_total_livres_acquisitions";"Imprimés - Total - Livres imprimés - UM - Acquisitions";"integer";"default";;;;;;
"D130";"nb_total_livres_eliminations";"Imprimés - Total - Livres imprimés - UM - Eliminations";"integer";"default";;;;;;
"D131";"nb_livres_dons";"Imprimés - Total - Livres imprimés - dont nombre de dons (ou autres acquisitions à titre gracieux, …) - UM - Acquisitions";"integer";"default";;;;;;
"D142";"impr_enfants_depot_bd";"Imprimés - Enfants - Livres imprimés - UM - En dépôt de la BD au 31 décembre 2023";"integer";"default";;;;;;
"D143";"impr_total_depot_bd";"Imprimés -Total - Livres imprimés - UM - En dépôt de la BD au 31 décembre 2023";"integer";"default";;;;;;
"D144";"impr_adultes_depot_bd";"Imprimés - Adultes - Livres imprimés - UM - En dépôt de la BD au 31 décembre 2023";"integer";"default";;;;;;
"D201";"nb_abos_perios_impr_en_cours_adultes";"Publications en série en cours - Imprimées- Adultes - Abonnements";"integer";"default";;;;;;
"D203";"nb_abos_perios_impr_en_cours_enfants";"Publications en série imprimées en cours - Imprimées - Enfants - Abonnements";"integer";"default";;;;;;
"D211";"nb_abos_perios_impr_en_cours_total";"Publications en série imprimées en cours - Total - Abonnements";"integer";"default";;;;;;
"D301";"pat_manuscrits_fonds_ml";"Patrimoine - fonds et acquisitions - manuscrits - fonds - (ML)";"integer";"default";;;;;;
"D302";"pat_manuscrits_acquisitions_ml";"Patrimoine - fonds et acquisitions - manuscrits - acquisitions - (ML)";"integer";"default";;;;;;
"D303";"pat_manuscrits_fonds_um";"Patrimoine - fonds et acquisitions - manuscrits - fonds - (UM)";"integer";"default";;;;;;
"D304";"pat_manuscrits_acquisitions_um";"Patrimoine - fonds et acquisitions - manuscrits - acquisitions - (UM)";"integer";"default";;;;;;
"D307";"documents_cartographiques_fonds_um";"Autres documents - Documents cartographiques - UM - Fonds";"integer";"default";;;;;;
"D308";"documents_cartographiques_acquisitions_um";"Autres documents - Documents cartographiques - UM - Acquisitions";"integer";"default";;;;;;
"D309";"musique_imprimee_fonds_um";"Autres documents - Musique imprimée - UM - Fonds";"integer";"default";;;;;;
"D310";"musique_imprimee_acquisitions_um";"Autres documents - Musique imprimée - UM - Acquisitions";"integer";"default";;;;;;
"D314";"documents_graphiques_fonds_um";"Autres documents - Documents graphiques - UM - Fonds";"integer";"default";;;;;;
"D315";"documents_graphiques_acquisitions_um";"Autres documents - Documents graphiques - UM - Acquisitions";"integer";"default";;;;;;
"D320";"autres_documents_total_eliminations_um";"Autres documents - UM - Total éliminations autres documents";"integer";"default";;;;;;
"D321";"autres_documents_total_fonds_um";"Autres documents - Totalisation Abrégé -Fonds";"integer";"default";;;;;;
"D322";"autres_documents_total_acquisitions_um";"Autres documents - Totalisation Abrégé -Acquisitions";"integer";"default";;;;;;
"D331";"autres_types_documents";"Est-ce que la bibliothèque possède d’autres types de documents ?";"boolean";"default";;;;;;
"D332";"jeux_societe_fonds";"Jeux de société - Fonds";"integer";"default";;;;;;
"D333";"jeux_societe_acquisitions";"Jeux de société - Acquisitions";"integer";"default";;;;;;
"D334";"objets_fonds";"Objets - Fonds";"integer";"default";;;;;;
"D335";"objets_acquisitions";"Objets - Acquisitions";"integer";"default";;;;;;
"D336";"instruments_fonds";"Instruments - Fonds";"integer";"default";;;;;;
"D337";"instruments_acquisitions";"Instruments - Acquisitions";"integer";"default";;;;;;
"D338";"objets_numerique_fonds";"Objets numériques - Fonds";"integer";"default";;;;;;
"D339";"objets_numerique_acquisitions";"Objets numériques - Acquisitions";"integer";"default";;;;;;
"D340";"autres_types_documents_pretes_par_bd";"Autres types de documents prêtés par la BD";"integer";"default";;;;;;
"D401";"documents_audiovisuels_support_musique_fonds_um";"Documents audiovisuels sur support - Documents sonores : musique - Sur support (UM) - Total Fonds";"integer";"default";;;;;;
"D402";"documents_audiovisuels_support_musique_acquisitions_um";"Documents audiovisuels sur support - Documents sonores : musique - Sur support (UM) - Total Acquisitions";"integer";"default";;;;;;
"D405";"documents_audiovisuels_support_livres_enregistres_fonds_um";"Documents audiovisuels sur support - Documents sonores : livres enregistrés - Sur support (UM) -Total Fonds";"integer";"default";;;;;;
"D406";"documents_audiovisuels_support_livres_enregistres_acquisitions_um";"Documents audiovisuels sur support- Documents sonores : livres enregistrés - Sur support (UM) - Total Acquisitions";"integer";"default";;;;;;
"D409";"documents_audiovisuels_support_total_documents_sonores_fonds_um";"Documents audiovisuels sur support- Total documents sonores - Sur support (UM) - Total Fonds (hors desserte BD)";"integer";"default";;;;;;
"D410";"documents_audiovisuels_support_total_documents_sonores_acquisitions_um";"Documents audiovisuels sur support- Total documents sonores - Sur support (UM) - Total Acquisitions";"integer";"default";;;;;;
"D411";"documents_audiovisuels_support_total_documents_video_fonds_um";"Documents audiovisuels sur support- Documents vidéo - Sur support (UM) - Total Fonds (hors desserte BD)";"integer";"default";;;;;;
"D412";"documents_audiovisuels_support_total_documents_video_acquisitions_um";"Documents audiovisuels sur support - Documents vidéo - Sur support (UM) - Total Acquisitions";"integer";"default";;;;;;
"D416";"documents_audiovisuels_support_musique_eliminations_um";"Documents audiovisuels sur support - Documents sonores : musique: - Sur support (UM) - Total Éliminations";"integer";"default";;;;;;
"D417";"documents_audiovisuels_support_livres_enregistres_eliminations_um";"Documents audiovisuels sur support - Documents sonores : livres enregistrés -Sur support (UM) - Total Éliminations";"integer";"default";;;;;;
"D418";"documents_audiovisuels_support_total_documents_sonores_eliminations_um";"Documents audiovisuels sur support - Total documents sonores - Sur support (UM) - Total éliminations";"integer";"default";;;;;;
"D419";"documents_audiovisuels_support_total_documents_video_eliminations_um";"Documents audiovisuels sur support - Documents vidéo - Sur support (UM) - Total éliminations";"integer";"default";;;;;;
"D423";"documents_audiovisuels_support_livres_enregistres_adultes_fonds_um";"Documents audiovisuels sur support - Documents sonores : livres enregistrés - Sur support (UM) - Fonds adultes";"integer";"default";;;;;;
"D424";"documents_audiovisuels_support_livres_enregistres_adultes_acquisitions_um";"Documents audiovisuels sur support- Documents sonores : livres enregistrés - Sur support (UM) - Acquisitions adultes";"integer";"default";;;;;;
"D425";"documents_audiovisuels_support_livres_enregistres_adultes_eliminations_um";"Documents audiovisuels sur support- Documents sonores : livres enregistrés - Sur support (UM) - Eliminations adultes";"integer";"default";;;;;;
"D429";"documents_audiovisuels_support_video_adultes_fonds_um";"Documents audiovisuels sur support- Documents vidéo - Sur support (UM) - Fonds adultes";"integer";"default";;;;;;
"D430";"documents_audiovisuels_support_video_adultes_acquisitions_um";"Documents audiovisuels sur support - Documents vidéo - Sur support (UM) - Acquisitions adultes";"integer";"default";;;;;;
"D431";"documents_audiovisuels_support_video_adultes_eliminations_um";"Documents audiovisuels sur support - Documents vidéo - Sur support (UM) - Eliminations adultes";"integer";"default";;;;;;
"D435";"documents_audiovisuels_support_livres_enregistres_jeunesse_fonds_um";"Documents audiovisuels sur support - Documents sonores : livres enregistrés jeunesse - Sur support (UM) - Fonds enfants";"integer";"default";;;;;;
"D436";"documents_audiovisuels_support_livres_enregistres_jeunesse_acquisitions_um";"Documents audiovisuels sur support- Documents sonores : livres enregistrés jeunesse - Sur support (UM) - Acquisitions enfants";"integer";"default";;;;;;
"D437";"documents_audiovisuels_support_livres_enregistres_jeunesse_eliminations_um";"Documents audiovisuels sur support- Documents sonores : livres enregistrés jeunesse - Sur support (UM) - Eliminations enfants";"integer";"default";;;;;;
"D441";"documents_audiovisuels_support_video_jeunesse_fonds_um";"Documents audiovisuels sur support- Documents vidéo jeunesse  - Sur support (UM) - Fonds";"integer";"default";;;;;;
"D442";"documents_audiovisuels_support_video_jeunesse_acquisitions_um";"Documents audiovisuels sur support - Documents vidéo jeunesse - Sur support (UM) - Acquisitions";"integer";"default";;;;;;
"D443";"documents_audiovisuels_support_video_jeunesse_eliminations_um";"Documents audiovisuels sur support - Documents vidéo jeunesse - Sur support (UM) - Eliminations ";"integer";"default";;;;;;
"D444";"documents_audiovisuels_support_jeux_videos_fonds_um";"Documents audiovisuels sur support - Jeux vidéos - Sur support (UM)";"integer";"default";;;;;;
"D445";"documents_audiovisuels_support_jeux_video_acquisitions_um";"Documents audiovisuels sur support- Jeux vidéo - Sur support (UM) - Acquisitions";"integer";"default";;;;;;
"D446";"documents_audiovisuels_support_jeux_video_eliminations_um";"Documents audiovisuels sur support - Jeux vidéo - Sur support (UM) - Eliminations";"integer";"default";;;;;;
"D447";"documents_audiovisuels_support_total_documents_sonores_depot_um";"Documents audiovisuels sur support- Total documents sonores - Sur support (UM) - En dépôt de la BD au 31 décembre";"integer";"default";;;;;;
"D448";"documents_audiovisuels_support_total_documents_video_depot_um";"Documents audiovisuels sur support- Total documents sonores - Sur support (UM) - En dépôt de la BD au 31 décembre";"integer";"default";;;;;;
"D450";"fonds_cd_dvd";"La bibliothèque possède-t-elle des fonds de CD ou de DVD ?";"boolean";"default";;;;;;
"D521";"ress_num_acq_livres";"Ressources numériques acquises - bouquets - livres - boolean";"boolean";"default";;;;;;
"D522";"ress_num_acq_livres_fournisseurs";"Ressources numériques acquises - bouquets - livres - nom des offres";"string";"default";;;;;;
"D523";"ress_num_acq_livres_audio";"Ressources numériques acquises - bouquets - livres enregistrés - boolean";"boolean";"default";;;;;;
"D524";"ress_num_acq_livres_fournisseurs";"Ressources numériques acquises - bouquets - livres enregistrés - nom des offres";"string";"default";;;;;;
"D527";"ress_num_acq_musique";"Ressources numériques acquises - bouquets - musique - boolean";"boolean";"default";;;;;;
"D528";"ress_num_acq_musique_fournisseurs";"Ressources numériques acquises - bouquets - musique - nom des offres";"string";"default";;;;;;
"D529";"ress_num_acq_video";"Ressources numériques acquises - bouquets - vidéo - boolean";"boolean";"default";;;;;;
"D530";"ress_num_acq_video_fournisseurs";"Ressources numériques acquises - bouquets - vidéo - nom des offres";"string";"default";;;;;;
"D531";"ress_num_acq_presse";"Ressources numériques acquises - bouquets - presse - boolean";"boolean";"default";;;;;;
"D532";"ress_num_acq_presse_fournisseurs";"Ressources numériques acquises - bouquets - presse - nom des offres";"string";"default";;;;;;
"D533";"ress_num_acq_apprentissage";"Ressources numériques acquises - bouquets - apprentissage en ligne - boolean";"boolean";"default";;;;;;
"D534";"ress_num_acq_apprentissag_fournisseurs";"Ressources numériques acquises - bouquets - apprentissage en ligne - nom des offres";"string";"default";;;;;;
"D537";"ress_num_acq_autres";"Ressources numériques acquises - bouquets - autres bouquets de ressources numériques - boolean";"boolean";"default";;;;;;
"D538";"ress_num_acq_autres_fournisseurs";"Ressources numériques acquises - bouquets - autres bouquets de ressources numériques - nom des offres";"string";"default";;;;;;
"D551";"ress_num_via_bd";"La bibliothèque propose-t-elle des ressources numériques via la BD ?";"boolean";"default";;;;;;
"D552";"ress_num_acq";"La bibliothèque propose-t-elle des ressources numériques propres ?";"boolean";"default";;;;;;
"D553";"ress_num_acq_jv";"Jeux vidéo dématérialisés - boolean";"boolean";"default";;;;;;
"D554";"ress_num_acq_jv_fournisseurs";"Jeux vidéo dématérialisés - Nom des offres";"string";"default";;;;;;
"D601";"bib_prod_ress_num";"La bibliothèque est-elle productrice de ressources numériques ( hors numérisation patrimoniale) ?";"boolean";"default";;;;;;
"D611";"ress_num_prod_musique";"Ressources numériques produites par l’établissement - Musique, enregistrements sonores - boolean";"boolean";"default";;;;;;
"D613";"ress_num_prod_musique_nb_docs";"Ressources numériques produites par l’établissement - Musique, enregistrements sonores - nombre de documents produits dans l’année";"integer";"default";;;;;;
"D614";"ress_num_prod_video";"Ressources numériques produites par l’établissement - Vidéo (dont captations) - boolean";"boolean";"default";;;;;;
"D616";"ress_num_prod_video_nb_docs";"Ressources numériques produites par l’établissement - Vidéo (dont captations) - nombre de documents produits dans l’année";"integer";"default";;;;;;
"D620";"ress_num_prod_signalement";"Ressources numériques produites par l’établissement - Signalement de ressources gratuites - boolean";"boolean";"default";;;;;;
"D622";"ress_num_prod_signalement_nb_docs";"Ressources numériques produites par l’établissement - Signalement de ressources gratuites - nombre de documents produits dans l’année";"integer";"default";;;;;;
"D626";"ress_num_prod_ress_pedagogique";"Ressources numériques produites par l’établissement - Ressources pédagogiques - boolean";"boolean";"default";;;;;;
"D628";"ress_num_prod_ress_pedagogique_nb_docs";"Ressources numériques produites par l’établissement - Ressources pédagogiques - nombre de documents produits dans l’année";"integer";"default";;;;;;
"D701";"collections_adaptees";"La bibliothèque propose-t-elle des collections adaptées ?";"boolean";"default";;;;;;
"D702";"braille";"Braille";"boolean";"default";;;;;;
"D703";"ouvrages_daisy";"Ouvrages en Daisy";"boolean";"default";;;;;;
"D704";"revues_synthese_vocale";"Revues en synthèse vocale";"boolean";"default";;;;;;
"D705";"livres_dvd_langue_des_signes";"Livres-DVD en langue des signes française (LSF)";"boolean";"default";;;;;;
"D706";"livres_tactiles_ou_relief";"Livres tactiles ou en relief";"boolean";"default";;;;;;
"D707";"autres_collections_adaptees";"Autres collections adaptées";"boolean";"default";;;;;;
"D708";"livres_en_gros_caracteres";"Livres en gros caractères";"boolean";"default";;;;;;
"D709";"livres_lus_commerce";"Livres lus du commerce";"boolean";"default";;;;;;
"D710";"livres_num_accessibles";"Livres numériques accessibles";"boolean";"default";;;;;;
"E101";"particuliers_total_inscrits_actifs";"Usagers - Particuliers - Inscrits actifs";"integer";"default";;;;;;
"E102";"particuliers_total_nouveaux_inscrits";"Usagers - Particuliers - dont nouveaux inscrits";"integer";"default";;;;;;
"E103";"particuliers_total_emprunteurs_actifs";"Usagers - Particuliers - dont emprunteurs actifs";"integer";"default";;;;;;
"E104";"particuliers_enfants_hommes_inscrits_actifs";"Usagers - Particuliers - dont Enfants (de 0 à 14 ans) Hommes - Inscrits actifs";"integer";"default";;;;;;
